선거일,선거명,시도명,구시군명,선거구명,소속정당명,성명,성별,생년월일,연령,직업,경력1,경력2
20180613,구·시·군의 장선거,서울특별시,서대문구,서대문구,더불어민주당,문석진,남,19550710,62,선출직공무원(서대문구청장),(현)민선5 ·6기 서대문구청장,(현)공인회계사
20180613,구·시·군의 장선거,서울특별시,마포구,마포구,더불어민주당,유동균,남,19621020,55,정당인,(전)더불어민주당 마포을 (위원장:정청래 前국회의원) 사무국장,(전)서울시의회 의원
20180613,구·시·군의 장선거,서울특별시,양천구,양천구,더불어민주당,김수영,여,19641205,53,양천구청장,(전)숭실대학교 사회복지학 겸임교수,(현)민선6기 양천구청장
20180613,구·시·군의 장선거,서울특별시,강서구,강서구,더불어민주당,노현송,남,19540128,64,강서구청장,(전)제17대 국회의원,(전)민선5기 강서구청장
20180613,구·시·군의 장선거,서울특별시,구로구,구로구,더불어민주당,이성,남,19561101,61,공무원,(전)서울시 경쟁력강화본부장,(현)구로구청장
20180613,구·시·군의 장선거,서울특별시,금천구,금천구,더불어민주당,유성훈,남,19620814,55,정당인,(전)김대중 노무현 대통령비서실 행정관,(전)제18대 대선 문재인후보 중앙선거대책위원회 총무본부 부본부장
20180613,구·시·군의 장선거,서울특별시,영등포구,영등포구,더불어민주당,채현일,남,19700726,47,정당인,(전)문재인대통령 청와대 행정관,(전)박원순 서울시장 정무보좌관
20180613,구·시·군의 장선거,서울특별시,동작구,동작구,더불어민주당,이창우,남,19700723,47,동작구청장,(현)동작구청장,(전)노무현대통령 청와대 제1부속실 행정관
20180613,구·시·군의 장선거,서울특별시,관악구,관악구,더불어민주당,박준희,남,19630627,54,협치행정가,(현)더불어민주당 중앙당 정책위원회 부의장,(전)서울특별시 재선 시의원
20180613,구·시·군의 장선거,서울특별시,서초구,서초구,자유한국당,조은희,여,19610520,57,서초구청장,(전) 서울시 정무부시장,(현) 서초구청장
20180613,구·시·군의 장선거,서울특별시,강남구,강남구,더불어민주당,정순균,남,19511025,66,정당인,(전) 19대 대선 문재인 대통령후보 미디어특보단 언론고문,(전)노무현정부 국정홍보처장
20180613,구·시·군의 장선거,서울특별시,송파구,송파구,더불어민주당,박성수,남,19640825,53,변호사,(전) 청와대 대통령 법무비서관,(전) 서울중앙지방검찰청 검사
20180613,구·시·군의 장선거,서울특별시,강동구,강동구,더불어민주당,이정훈,남,19671018,50,정당인,(현)더불어민주당 정책위원회 부의장,"(전)제8, 9대 서울시의회 의원"
20180613,구·시·군의 장선거,부산광역시,중구,중구,더불어민주당,윤종서,남,19731209,44,FC푸드 회장,(현)지방분권 개헌 부산시민회 국민위원,(전)민주평화통일 자문위원
20180613,구·시·군의 장선거,부산광역시,서구,서구,자유한국당,공한수,남,19590923,58,정당인,"(전)제6,7대 부산광역시의원",(전)제7대 부산광역시의회 해양교통 위원장
20180613,구·시·군의 장선거,부산광역시,동구,동구,더불어민주당,최형욱,남,19571119,60,정당인,"(전)부산광역시의회 5,6대 의원",(현)더불어민주당 부산시당 해양수도특별위원회 위원장
20180613,구·시·군의 장선거,부산광역시,영도구,영도구,더불어민주당,김철훈,남,19590808,58,한아름 새마을금고 이사장,(전)영도구의회의원(3선),(현)더불어민주당 중앙당 인권위원
20180613,구·시·군의 장선거,부산광역시,부산진구,부산진구,더불어민주당,서은숙,여,19670925,50,정당인,(전)대통력직속 국가균형발전위원회 자문위원,(현)서울시청 정책자문특별보좌관
20180613,구·시·군의 장선거,부산광역시,동래구,동래구,더불어민주당,김우룡,남,19630917,54,정당인,(전)더불어민주당 동래구지역위원장,(전)부경대학교 경영학부 겸임교수
20180613,구·시·군의 장선거,부산광역시,남구,남구,더불어민주당,박재범,남,19660829,51,정당인,(현)남구의회의원,(현)더불어민주당 소방안전특별위원회 부위원장
20180613,구·시·군의 장선거,부산광역시,북구,북구,더불어민주당,정명희,여,19660502,52,정당인,(전)부산광역시의회의원,(전)제19대 대선 문재인대통령후보 부산선대위 정책민원해결본부장         
20180613,구·시·군의 장선거,부산광역시,해운대구,해운대구,더불어민주당,홍순헌,남,19630318,55,대학교수,(전) 대통령자문 국가균형발전위원회 자문위원,(현) 부산대학교 건설융합학부 (토목공학전공) 정교수
20180613,구·시·군의 장선거,부산광역시,기장군,기장군,무소속,오규석,남,19580923,59,기장군수,"(전)민선 초대, 5대 기장군수",(현)민선 6대 기장군수
20180613,구·시·군의 장선거,부산광역시,사하구,사하구,더불어민주당,김태석,남,19580425,60,정당인,(전)여성가족부차관,(전)한국청소년활동진흥원 이사장
20180613,구·시·군의 장선거,부산광역시,금정구,금정구,더불어민주당,정미영,여,19670301,51,금정구의원,(전)민주당 금정구지역위원장,(현)더불어민주당 전국여성위원회 부위원장
20180613,구·시·군의 장선거,부산광역시,강서구,강서구,더불어민주당,노기태,남,19461221,71,공무원,(전)제15대 국회의원,(현)강서구청장
20180613,구·시·군의 장선거,부산광역시,연제구,연제구,더불어민주당,이성문,남,19740528,44,변호사,(현)부산고등법원 국선변호인,(현)더불어민주당 중앙당 정책위 부의장
20180613,구·시·군의 장선거,부산광역시,수영구,수영구,자유한국당,강성태,남,19601225,57,정당인,(전)제7대 부산시의회 부의장(3선 시의원),"(전)12,14대 유흥수 국회의원 비서(국회근무)"
20180613,구·시·군의 장선거,부산광역시,사상구,사상구,더불어민주당,김대근,남,19660901,51,정당인,(전)더불어민주당 사상구지역위원장 직무대행,(전)국회의원 배재정의원실 보좌관
20180613,구·시·군의 장선거,대구광역시,중구,중구,자유한국당,류규하,남,19560612,62,약사,(전)제7대 대구광역시의회 의장,(전)제3대 대구광역시 중구의회 의장
20180613,구·시·군의 장선거,대구광역시,동구,동구,자유한국당,배기철,남,19571101,60,정당인,(전)대구 동구청 부구청장,(현)여의도 연구원 정책자문위원회 정치발전분과 부위원장
20180613,구·시·군의 장선거,대구광역시,서구,서구,자유한국당,류한국,남,19540215,64,서구청장,(현) 대구광역시 서구청장,(전) 대구도시철도공사 사장
20180613,구·시·군의 장선거,대구광역시,남구,남구,자유한국당,조재구,남,19620408,56,정당인,(전) 대구광역시 남구의회의장,(전) 대구광역시의회 건설교통위원장
20180613,구·시·군의 장선거,대구광역시,북구,북구,자유한국당,배광식,남,19590719,58,지방정무직(북구청장),(현)북구청장,(전)대구광역시 경제산업국장
20180613,구·시·군의 장선거,대구광역시,수성구,수성구,자유한국당,김대권,남,19620217,56,정당인,(전)수성구 부구청장,
20180613,구·시·군의 장선거,대구광역시,달서구,달서구,자유한국당,이태훈,남,19561020,61,달서구청장,(전)달서구 부구청장,(전)대구광역시 문화체육국장
20180613,구·시·군의 장선거,대구광역시,달성군,달성군,무소속,김문오,남,19490504,69,달성군수,(현)달성군수,(전)대구MBC 보도국장
20180613,구·시·군의 장선거,인천광역시,중구,중구,더불어민주당,홍인성,남,19631005,54,정당인,(전)노무현대통령 청와대 행정관,(전)19대 대선 문재인후보 중앙선대 조직관리 팀장
20180613,구·시·군의 장선거,인천광역시,동구,동구,더불어민주당,허인환,남,19681103,49,정당인,(전) 인천시의원(산업위원장),"(전) 국회의원 보좌관 (16,17대)"
20180613,구·시·군의 장선거,인천광역시,남구,남구,더불어민주당,김정식,남,19690808,48,정당인,(현)더불어민주당 중앙당 정책위원회 부의장,(전)남구시설관리공단 경영본부장
20180613,구·시·군의 장선거,인천광역시,연수구,연수구,더불어민주당,고남석,남,19580115,60,정당인,(전)연수구청장,"(전)인천광역시의회 제2,3대 의원"
20180613,구·시·군의 장선거,인천광역시,남동구,남동구,더불어민주당,이강호,남,19670408,51,정당인,"(전)제6대,7대 인천광역시의회의원",(전)박남춘 국회의원 정책특별 보좌관
20180613,구·시·군의 장선거,인천광역시,부평구,부평구,더불어민주당,차준택,남,19680830,49,정당인,"(전)제6대,7대 인천광역시의회 의원",(현)더불어민주당 한국GM 대책특별위원회 위원
20180613,구·시·군의 장선거,인천광역시,계양구,계양구,더불어민주당,박형우,남,19570813,60,공무원(계양구청장),"(전)인천광역시 제2대, 제3대 시의회의원",(현)계양구청장
20180613,구·시·군의 장선거,인천광역시,서구,서구,더불어민주당,이재현,남,19601023,57,정당인,(전)환경부 기획조정실장(1급),(현)더불어민주당 중앙당 환경특별위원장
20180613,구·시·군의 장선거,인천광역시,강화군,강화군,자유한국당,유천호,남,19510407,67,정치인,(전) 강화군수,(전) 인천광역시의회 부의장
20180613,구·시·군의 장선거,인천광역시,옹진군,옹진군,더불어민주당,장정민,남,19690922,48,옹진군의회 부의장,(현) 전국 도서지역 기초의원 협의회장,"(현) 옹진군의회 부의장, (5,6,7대)3선의원"
20180613,구·시·군의 장선거,광주광역시,동구,동구,더불어민주당,임택,남,19631002,54,정당인,(전)제7대 광주광역시의회 의원,(전)대통령직속 국가균형발전위원회 자문위원
20180613,구·시·군의 장선거,광주광역시,서구,서구,더불어민주당,서대석,남,19610626,56,정당인,(전)노무현대통령비서실 비서관,(전)(재)광주과학기술진흥원 원장
20180613,구·시·군의 장선거,광주광역시,남구,남구,더불어민주당,김병내,남,19730516,45,정당인,(전)문재인대통령 청와대 행정관,(전)더불어민주당 중앙당 부대변인
20180613,구·시·군의 장선거,광주광역시,북구,북구,더불어민주당,문인,남,19581108,59,정당인,(전)광주광역시 행정부시장,(현)더불어민주당 중앙당 정책위원회 부의장
20180613,구·시·군의 장선거,광주광역시,광산구,광산구,더불어민주당,김삼호,남,19650711,52,정당인,(전)노무현대통령 청와대 행정관,(현)노무현재단 광주지역위원회 공동대표
20180613,구·시·군의 장선거,대전광역시,동구,동구,더불어민주당,황인호,남,19580825,59,정치인,(전)동구의회의원,(전)대전광역시의회의원
20180613,구·시·군의 장선거,대전광역시,중구,중구,더불어민주당,박용갑,남,19570317,61,중구청장,(현)중구청장,(전)대전광역시의회의원(산업건설위원장)
20180613,구·시·군의 장선거,대전광역시,서구,서구,더불어민주당,장종태,남,19530208,65,서구청장,(전)대전광역시 서구 생활지원국장,(현)대전광역시 서구청장
20180613,구·시·군의 장선거,대전광역시,유성구,유성구,더불어민주당,정용래,남,19681017,49,정당인,(전)유성구청 비서실장,(전)국회의원 보좌관
20180613,구·시·군의 장선거,대전광역시,대덕구,대덕구,더불어민주당,박정현,여,19641104,53,정당인,"(전)제6대, 7대 대전광역시의회의원",(전)노무현재단 대전세종충남지역위원회 운영위원장
20180613,구·시·군의 장선거,울산광역시,중구,중구,더불어민주당,박태완,남,19570529,61,정당인,(현)더불어민주당 중앙당 정책위원회 부의장,(전)울산광역시 중구의회 의장
20180613,구·시·군의 장선거,울산광역시,남구,남구,더불어민주당,김진규,남,19680321,50,변호사,(전)울산광역시 고문변호사,(현)더불어민주당울산시당대통령울산공약실천단특별위원회 부단장
20180613,구·시·군의 장선거,울산광역시,동구,동구,더불어민주당,정천석,남,19520401,66,정당인(더민주 울산시당 정책위원회 제1정조 위원장),(전) 동구청장,(현) 더불어민주당 중앙당 정책위원회 부의장
20180613,구·시·군의 장선거,울산광역시,북구,북구,더불어민주당,이동권,남,19570805,60,호남대학교 초빙교수,(전) 청와대 국민권익 비서관(2012~2013년),(현) 더불어민주당울산시당 민생치안 안전특별대책위원회 위원장
20180613,구·시·군의 장선거,울산광역시,울주군,울주군,더불어민주당,이선호,남,19601004,57,정당인,(전) 19대 문재인 대통령후보 울산 공동선대본부장 ,(현) 더불어민주당 울산시당 국립병원 유치위원장
20180613,구·시·군의 장선거,경기도,수원시,수원시,더불어민주당,염태영,남,19600725,57,정무직공무원(수원시장),(현)수원시장,(현)문재인 대통령 일자리위원회 위원
20180613,구·시·군의 장선거,경기도,성남시,성남시,더불어민주당,은수미,여,19631206,54,정당인,(전)문재인대통령 여성가족비서관,(전)제19대 국회의원
20180613,구·시·군의 장선거,경기도,의정부시,의정부시,더불어민주당,안병용,남,19560422,62,의정부시장,(전)신흥대학(現 신한대학교) 행정학과 교수 (21년 재직),(현)민선6기 의정부시장
20180613,구·시·군의 장선거,경기도,안양시,안양시,더불어민주당,최대호,남,19580610,60,정당인,(전) 안양시장,(현)더불어민주당 인적자원특위 위원장
20180613,구·시·군의 장선거,경기도,부천시,부천시,더불어민주당,장덕천,남,19651128,52,변호사,(전)부천시 고문변호사,(전)제19대 대통령선거 문재인후보 법률인권특보
20180613,구·시·군의 장선거,경기도,광명시,광명시,더불어민주당,박승원,남,19650222,53,정당인,(현)대통령 소속 자치분권위원회 위원,(현)더불어민주당 정책위원회 부의장
20180613,구·시·군의 장선거,경기도,평택시,평택시,더불어민주당,정장선,남,19580316,60,정당인,"(전)민주당 국회의원(16,17,18대)",(전)민주당 사무총장
20180613,구·시·군의 장선거,경기도,양주시,양주시,더불어민주당,이성호,남,19570716,60,양주시장,(현)양주시장,(현)더불어민주당 양주시 지역위원회 수석부위원장
20180613,구·시·군의 장선거,경기도,동두천시,동두천시,더불어민주당,최용덕,남,19580601,60,최용덕행정사대표,(전)소요동장,(현)전국행정사협회 부회장
20180613,구·시·군의 장선거,경기도,안산시,안산시,더불어민주당,윤화섭,남,19550905,62,정당인,(전)문재인대통령후보 조직특보,"(전)제8,9대 경기도의회 의장"
20180613,구·시·군의 장선거,경기도,고양시,고양시,더불어민주당,이재준,남,19600501,58,정치인,(전)문재인대통령후보 경기북서권 공동 본부장,(전)더불어민주당 고양갑지역위원장
20180613,구·시·군의 장선거,경기도,과천시,과천시,더불어민주당,김종천,남,19721117,45,변호사,(전)제6회 지방선거 새정치민주연합 과천시장 후보,(현)변호사
20180613,구·시·군의 장선거,경기도,의왕시,의왕시,더불어민주당,김상돈,남,19610110,57,정당인,"(전) 의왕시 4대, 5대, 6대시의회의원(6대 전반기의장)",(전) 제9대 경기도의회의원
20180613,구·시·군의 장선거,경기도,구리시,구리시,더불어민주당,안승남,남,19651229,52,정당인,"(전)8대, 9대 경기도의회의원",(현)더불어민주당 정책위원회 부의장
20180613,구·시·군의 장선거,경기도,남양주시,남양주시,더불어민주당,조광한,남,19580201,60,군장대학교 석좌 교수,(전)노무현대통령 청와대 비서관,(전)김대중대통령 청와대 행정관
20180613,구·시·군의 장선거,경기도,오산시,오산시,더불어민주당,곽상욱,남,19640622,53,오산시장,(현)오산시장,(현)유니세프 아동친화도시 지방정부협의회장
20180613,구·시·군의 장선거,경기도,화성시,화성시,더불어민주당,서철모,남,19680710,49,정당인,(전)문재인대통령 비서실 청와대 행정관,(현)노무현재단 기획위원
20180613,구·시·군의 장선거,경기도,시흥시,시흥시,더불어민주당,임병택,남,19740729,43,정당인,(전)노무현대통령 청와대 행정관,(전)경기도의회의원
20180613,구·시·군의 장선거,경기도,군포시,군포시,더불어민주당,한대희,남,19620415,56,정당인,(전)문재인정부 대통령직속 지역발전위원회 위원,(현)노무현재단 기획위원
20180613,구·시·군의 장선거,경기도,하남시,하남시,더불어민주당,김상호,남,19680806,49,정당인,(현)더불어민주당 정책위원회 부의장,(전)제19대 문재인대통령후보 하남시선대위 공동위원장
20180613,구·시·군의 장선거,경기도,파주시,파주시,더불어민주당,최종환,남,19650727,52,정치인,(전)노무현대통령 청와대 행정관,(전)경기도의회의원
20180613,구·시·군의 장선거,경기도,여주시,여주시,더불어민주당,이항진,남,19651025,52,여주시의회의원,(전)4대강 범국민대책위원회 전국 상황실장,(현)여주시의회의원
20180613,구·시·군의 장선거,경기도,이천시,이천시,더불어민주당,엄태준,남,19630901,54,변호사,(전)더불어민주당 이천시 지역위원장,(전)이천시청 고문변호사
20180613,구·시·군의 장선거,경기도,용인시,용인시,더불어민주당,백군기,남,19500212,68,정당인,(전)제19대 국회의원,(현)더불어민주당 국방안보특별위원장
20180613,구·시·군의 장선거,경기도,안성시,안성시,더불어민주당,우석제,남,19610726,56,안성시 축협 조합장,(현) 안성시 축협 조합장,(현)안법중·고등학교 총동문회 부회장
20180613,구·시·군의 장선거,경기도,김포시,김포시,더불어민주당,정하영,남,19621002,55,정당인,(전)제19대 문재인 대통령후보 김포시(을) 선거대책위원장,(현)더불어민주당 부대변인
20180613,구·시·군의 장선거,경기도,광주시,광주시,더불어민주당,신동헌,남,19520511,66,광주지역발전연구소 대표,(전)KBS제작단 PD,(현)더불어민주당 도시농업발전특별위원회 부위원장
20180613,구·시·군의 장선거,경기도,포천시,포천시,더불어민주당,박윤국,남,19560412,62,정당인,(전)경기도의회의원,(전)제31대 포천군수 및 초대·2대 포천시장
20180613,구·시·군의 장선거,경기도,연천군,연천군,자유한국당,김광철,남,19580908,59,정당인,"(전)연천군의회 제 3,4대 의원","(전)경기도의회 제 8,9대 의원"
20180613,구·시·군의 장선거,경기도,양평군,양평군,더불어민주당,정동균,남,19600613,58,정당인,(전)더불어민주당 여주·양평지역위원장,(현)더불어민주당 정책위원회 부의장
20180613,구·시·군의 장선거,경기도,가평군,가평군,자유한국당,김성기,남,19560914,61,가평군수,(전)경기도의회의원,(현)가평군수
20180613,구·시·군의 장선거,강원도,춘천시,춘천시,더불어민주당,이재수,남,19640625,53,정당인,(전)문재인 대통령비서실 선임행정관,(전)3선 춘천시의원
20180613,구·시·군의 장선거,강원도,원주시,원주시,더불어민주당,원창묵,남,19601210,57,지방정무직공무원,(현)원주시장,(현)서태평양건강도시연맹 의장
20180613,구·시·군의 장선거,강원도,강릉시,강릉시,자유한국당,김한근,남,19630822,54,강릉원주대학교 초빙교원,(전)주 중국 대사관 공사참사관,(전)대한민국국회법제실장
20180613,구·시·군의 장선거,강원도,동해시,동해시,무소속,심규언,남,19551001,62,동해시장,(전)동해시장권한대행 부시장,(현)동해시장
20180613,구·시·군의 장선거,강원도,삼척시,삼척시,더불어민주당,김양호,남,19611201,56,삼척시장,(현)삼척시장,"(전)제7대,8대 강원도의회의원"
20180613,구·시·군의 장선거,강원도,태백시,태백시,더불어민주당,유태호,남,19630726,54,정당인,(전)태백시의회 의장,(전)태백교육공동체 대표
20180613,구·시·군의 장선거,강원도,정선군,정선군,더불어민주당,최승준,남,19560713,61,무직,(전)정선군의회 의장,(전)정선군수
20180613,구·시·군의 장선거,강원도,속초시,속초시,더불어민주당,김철수,남,19561120,61,정당인,(전)속초시 부시장,(현)속초중학교 총동창회 부회장
20180613,구·시·군의 장선거,강원도,고성군,고성군,더불어민주당,이경일,남,19580104,60,교수(부총장),(전)동부지방산림청장,(전)청와대 선임행정관
20180613,구·시·군의 장선거,강원도,양양군,양양군,자유한국당,김진하,남,19600308,58,지방정무직 공무원,(전)강원도청 미래기획과 미래산업사무관,(현)양양군수(제30대)
20180613,구·시·군의 장선거,강원도,인제군,인제군,더불어민주당,최상기,남,19550103,63,정당인,(전)인제군 부군수,(현)더불어민주당 강원도당 부위원장
20180613,구·시·군의 장선거,강원도,홍천군,홍천군,더불어민주당,허필홍,남,19640515,54,정당인,(전)민선5기 홍천군수,"(전)제4,5대 홍천군의원"
20180613,구·시·군의 장선거,강원도,횡성군,횡성군,무소속,한규호,남,19510204,67,정치인,(전)민선4기 횡성군수,(현)민선6기 횡성군수
20180613,구·시·군의 장선거,강원도,영월군,영월군,자유한국당,최명서,남,19560827,61,정당인,(전)영월군 부군수,(전)제9대 강원도의회 의원
20180613,구·시·군의 장선거,강원도,평창군,평창군,더불어민주당,한왕기,남,19591023,58,정당인,(전) 평창군보건의료원장,(전) 진부면장
20180613,구·시·군의 장선거,강원도,화천군,화천군,자유한국당,최문순,남,19540404,64,화천군수,(현)화천군수,(현)화천중고등학교 총동문 회장
20180613,구·시·군의 장선거,강원도,양구군,양구군,더불어민주당,조인묵,남,19581004,59,정당인,(전)문재인 대통령후보 강원도 영서북부 선대위원장,(전)강원도 녹색국장
20180613,구·시·군의 장선거,강원도,철원군,철원군,자유한국당,이현종,남,19490919,68,정당인,(현) 철원군수,(전) 행정자치부 T/F팀 (노근리지원단) 지원과장
20180613,구·시·군의 장선거,충청북도,청주시,청주시,더불어민주당,한범덕,남,19520726,65,정당인,(전)노무현 정부 행정자치부 제2차관,(전)청주시장
20180613,구·시·군의 장선거,충청북도,충주시,충주시,자유한국당,조길형,남,19621208,55,충주시장,(현)충주시장,(현)충북 시장·군수협의회장
20180613,구·시·군의 장선거,충청북도,제천시,제천시,더불어민주당,이상천,남,19610501,57,정당인,(전)제천시 행정복지국장,(현)더불어민주당 충북도당 부위원장
20180613,구·시·군의 장선거,충청북도,단양군,단양군,자유한국당,류한우,남,19500426,68,공무원,(전) 충청북도 보건복지여성국장,(현) 민선6기 단양군수
20180613,구·시·군의 장선거,충청북도,영동군,영동군,자유한국당,박세복,남,19621103,55,영동군수,(전)뉴시스통신사 충북취재본부 본부장,(현)제37대 영동군 군수
20180613,구·시·군의 장선거,충청북도,보은군,보은군,자유한국당,정상혁,남,19411225,76,보은군수,(전) 보광산업(주) 대표이사,(현) 보은군수
20180613,구·시·군의 장선거,충청북도,옥천군,옥천군,더불어민주당,김재종,남,19550221,63,정치인,(전)제9대 충청북도의회 의원,(전)제20대국선 더불어민주당 비례대표 후보
20180613,구·시·군의 장선거,충청북도,음성군,음성군,더불어민주당,조병옥,남,19580125,60,정당인,(전)음성군부군수,(전)충청북도청 행정국장
20180613,구·시·군의 장선거,충청북도,진천군,진천군,더불어민주당,송기섭,남,19560818,61,진천군수,(전)행정중심복합도시건설청장,(현)진천군수
20180613,구·시·군의 장선거,충청북도,괴산군,괴산군,더불어민주당,이차영,남,19610810,56,정당인,(전)충청북도 경제통상국장,(전)괴산군부군수
20180613,구·시·군의 장선거,충청북도,증평군,증평군,더불어민주당,홍성열,남,19540726,63,증평군수,(전)증평군 3대 군수,(현)증평군 4대 군수
20180613,구·시·군의 장선거,충청남도,천안시,천안시,더불어민주당,구본영,남,19520705,65,천안시장,(전)국무총리실 관리관(1급),(현)천안시장
20180613,구·시·군의 장선거,충청남도,공주시,공주시,더불어민주당,김정섭,남,19650815,52,정당인,(전) 청와대 비서관(부대변인),(전) 충남역사문화연구원장 직무대행
20180613,구·시·군의 장선거,충청남도,보령시,보령시,자유한국당,김동일,남,19490401,69,정당인,(현)민선6기 보령시장,(전)제8대 충청남도의회의원
20180613,구·시·군의 장선거,충청남도,아산시,아산시,더불어민주당,오세현,남,19680615,49,정당인,(전)아산시부시장,(현)더불어민주당 정책위 부의장
20180613,구·시·군의 장선거,충청남도,서산시,서산시,더불어민주당,맹정호,남,19681225,49,정당인,(전)노무현대통령비서실 정무기획 행정관,(전)충남도의회 재선의원
20180613,구·시·군의 장선거,충청남도,태안군,태안군,더불어민주당,가세로,남,19550815,62,정당인,(현)경찰대학 우대교수,(전)문재인대통령후보 중앙선거대책위원회 특보단 부단장
20180613,구·시·군의 장선거,충청남도,금산군,금산군,더불어민주당,문정우,남,19640810,53,정당인,(전)건국대학교 겸임교수,(전)금산군 농민단체 협의회장
